,FILENAME,WORKLOG
15,HistoriaJDE_OT_2254155.txt,"XE: REALIZAR PRUEBA DESCARGAS PARCIALES    REALIZAR LA PRUEBA DE DESCARGAS PARCIALES A LOS ESTATORES DE LA CENTRAL TRONERAS, SEGÚN EL INSTRUCTIVO GANTE0011.    CON ESTA OT SE INTERVENDRÁN LOS SIGUIENTES EQUIPOS:    COD EQUIPO EQUIPO 3589 ESTATOR GENERADOR U1 TR 3590 ESTATOR GENERADOR U2 TR   "
16,HistoriaJDE_OT_2257060.txt,"PLANEADOR: SANTIAGO RAMIREZ, 2013-03-13  OT PARA TRAMITAR PROCESO EN NEON PARA RENOVACION CONTRATO DEL MTTO PREVENTIVO Y CORRECTIVOS DEL ASCENSOR DE C/M PORCE 2    PROGRAMADOR:FRANCIS LONDOÑO, 2013-03-13    SE CIERRA OT POR CIERRE DE FIN DE AÑO 2013.  SE DEBE ABRIR NUEVA OT EN EL 2014.  OSCAR DUQUE"
17,HistoriaJDE_OT_2259769.txt,ASEO GENERAL Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
18,HistoriaJDE_OT_2259811.txt,Reporte No Disponible
19,HistoriaJDE_OT_2259812.txt,Reporte No Disponible
20,HistoriaJDE_OT_2259890.txt,ASEO Y LIMPIEZA CAVERNA C/M PORCE 2    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
21,HistoriaJDE_OT_2259891.txt,ASEO Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
22,HistoriaJDE_OT_2278885.txt,"  SE REVISA EL BANCO Y SE ENCUETRAN 2 TIRISTORES FALLADOS, SE REPONEN Y QUEDA EL SISTEMA EN CONDICIONES NORMALES."
23,HistoriaJDE_OT_2279051.txt,ASEO GENERAL Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
24,HistoriaJDE_OT_2279054.txt,Reporte No Disponible
25,HistoriaJDE_OT_2279055.txt,Reporte No Disponible
26,HistoriaJDE_OT_2279120.txt,ASEO Y LIMPIEZA CAVERNA C/M PORCE 2    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
27,HistoriaJDE_OT_2279121.txt,ASEO Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
28,HistoriaJDE_OT_2284895.txt,Reporte No Disponible
29,HistoriaJDE_OT_2285142.txt,  Cambiar sello mecanico a motobomba principal Regulador hidraulico unidad 1 Gpe 3
30,HistoriaJDE_OT_2286948.txt,SOLICITANTE: Anexo. - FECHA: Mayo 02 del 2013.                                                                                                                     .SE  OBSERVA  FUGA  DE  AGUA  POR  PARTE  INFERIOR  DEL  INYECTOR  G36.                                                                 .FAVOR  CORREGIR.    Se cancela esta ot y se realiza en la ot 2486119
31,HistoriaJDE_OT_2291597.txt,"SOLICITANTE:Anexo. - FECHA: Mayo 07 del 2013.                                                                                                                EN  EL  SISTEMA  HIDRAULICO  DE  G32 SE  OBSERVA  FUGA  DE  ACEITE  POR  SELLO MECANICO  DE  LA  MOTOBOMBA  Nº1.  FAVOR  REVISAR  VALVULA  CHEQUE  DE  LA  LINEA  DE  PRESION  DE  ESTA  MOTOBOMBA.                                                                                                                                                                .NOTA:  AL  NO  ENCONTRAR  ACTIVO  MOTOBOMBA  Nº1,  SE  CARGA  A  MOTOBOMBA  Nº2 ,  PERO  LA  FUGA  LA  PRESENTA  LA  MOTOBOMBA  Nº1  DE  LA U2  DE  G3.  "
32,HistoriaJDE_OT_2293921.txt,Reporte No Disponible
33,HistoriaJDE_OT_2294611.txt,"ESTA OT ES GENERADA POR EL PROGRAMA DE MP QUE REALIZARÁN LOS OPERADORES / MANTENEDORES DE PORCE2.    XL:MANTENIMIENTO Y LIMPIEZA    Realizar mantenimiento a cargadores 1, 2 y 3, instructivo de operación y mantenimiento, además prueba de autonomía    Cargadores de 125 VDC      ESTE CARGADOR ESTA FUERA DE SERVICIO Y PRESENTA ALAARMA POR FALLA A TIERRA , ES NECESARIO REVISAR POR PARTE DE MANTENIMIENTO    "
34,HistoriaJDE_OT_2294612.txt,"ESTA OT ES GENERADA POR EL PROGRAMA DE MP QUE REALIZARÁN LOS OPERADORES / MANTENEDORES DE PORCE2.    XL:MANTENIMIENTO Y LIMPIEZA    Realizar mantenimiento a cargadores 1, 2 y 3, instructivo de operación y mantenimiento, además prueba de autonomía    Cargadores de 125 VDC    Se realiza mantenimiento y  limpieza a cargadores y bancos de baterias con personal contratista de FUREL   "
35,HistoriaJDE_OT_2299234.txt,"REVIPARAR IHM DEL TABLERO DE SERVICIOS AUXILIARES COMUNES DE LA PLANTA DE P2 (20KKL).    Se realiza mantenimiento a IHM del tablero de servicios comunes 20KKL, se deja equipo en buen funcionamiento.    Informa: Jorge Rodríguez"
36,HistoriaJDE_OT_2299235.txt,REPARAR CARGADOR DE BATERIAS 3 DE LA PLANTA DE PORCE 2.        
37,HistoriaJDE_OT_2303325.txt,ASEO GENERAL Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
38,HistoriaJDE_OT_2303383.txt,Reporte No Disponible
39,HistoriaJDE_OT_2303385.txt,Reporte No Disponible
40,HistoriaJDE_OT_2303434.txt,Reporte No Disponible
41,HistoriaJDE_OT_2303443.txt,Reporte No Disponible
42,HistoriaJDE_OT_2303456.txt,ASEO Y LIMPIEZA CAVERNA C/M PORCE 2    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
43,HistoriaJDE_OT_2303457.txt,ASEO Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
44,HistoriaJDE_OT_2303458.txt,"ESTA OT ES GENERADA POR EL PROGRAMA DE MP QUE REALIZARÁN LOS OPERADORES / MANTENEDORES DE PORCE2.    XL:MANTENIMIENTO Y LIMPIEZA    Estaciones de operación y de ingeniería en casa maquinas y subestación.    Realizar mantenimiento y limpieza a monitores y CPU de las estaciones de operación y de ingeniería, archivar la información  del histórico de eventos HDSR. Realizar mantenimiento de los CIV´s y actualización de variables y depuración de alarmas en estación.    "
45,HistoriaJDE_OT_2309592.txt,"JUNIO 5 DE 2013    SE DEBEN COMPRAR LOS ELEMENTOS NECESARIOS PARA ADICIONAR UNA ""L"" EN EL MUELLE DE LA PRESA PORCE II Y OTRA EN EL MUELLE DE LA PRESA TRONERAS CON EL FIN DE QUE EN AMBAS PRESAS QUEDE UN EMBARCADERO PARA DOS LANCHAS CON SUS RESPECTIVAS CARPAS."
46,HistoriaJDE_OT_2321988.txt,ASEO GENERAL Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
47,HistoriaJDE_OT_2321994.txt,Reporte No Disponible
48,HistoriaJDE_OT_2322025.txt,ASEO Y LIMPIEZA CAVERNA C/M PORCE 2    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
49,HistoriaJDE_OT_2322026.txt,ASEO Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
50,HistoriaJDE_OT_2330888.txt,"Realizar instalación para la sirena de emergencia de la planta de Porce 2.    FECHA: 07/08/2013 OT# 2330888 PROGRAMADOR: JRODRIGL EJECUTA: DAVID ATEHORTUA    Se instala caja de control de la sirena de emergencia en portería de la casa de máquinas de Porce II,        Informa: Jorge Rodríguez"
51,HistoriaJDE_OT_2331769.txt,"3AE: REALIZAR PRUEBAS ELECTRICAS.    CON ESTA OT SE INTERVENDRÁ EL TRANSFORMADOR DE POTENCIA N° ___  DE GUADALUPE 3      SE REALIZARAN LAS SIGUIENTES PRUEBAS, SEGÚN EL INSTRUCTIVO RESPECTIVO:    PRUEBA INSTRUCTIVO FACTOR DE POTENCIA (AISLAMIENTO Y BUJES) GANTE0010 RELACIÓN DE TRANSFORMACIÓN CORRIENTE DE EXCITACIÓN REACTANCIA DE DISPERSIÓN RESISTENCIA DE AISLAMIENTO GANTE0009 RESISTENCIA OHMICA GANTE0019     FALTAN LOS INSTRUCTIVOS DE MANTENIMIENTO DE :   * RELACIÓN DE TRANSFORMACIÓN  * CORRIENTE DE EXCITACIÓN  * REACTANCIA DE DISPERSIÓN    VER INFORME EN ARCHIVOS UNIDAD"
52,HistoriaJDE_OT_2331847.txt,CALIBRACION Y AJUSTE INSTRUMENTOS DE MEDIDA POTENCIA ACTIVA CENTRAL TRONERAS    SE REALIZO EN LA OT 2263211
53,HistoriaJDE_OT_2336946.txt,PLANEADOR: ANDERSON GARCIA VASQUEZ: JULIO 1 /2013.  DESMONTA Y MONTAR COJINETE SUPERIOR
54,HistoriaJDE_OT_2338287.txt,Organizar sistema de llaves de la subestación de Porce II 
55,HistoriaJDE_OT_2339776.txt,PLANEADOR: ANDERSON GARCIA VASQUEZ: JULIO 1 /2013.  OVERHAUL MECANICO COJINETE SUPERIOR  
56,HistoriaJDE_OT_2339789.txt,PLANEADOR: ANDERSON GARCIA VASQUEZ: JULIO 1 /2013.  OVERHAUL MECANICO COJINETE TURBINA  
57,HistoriaJDE_OT_2339794.txt,PLANEADOR: ANDERSON GARCIA VASQUEZ: JULIO 1 /2013.  OVERHAUL MECANICO TUBERIA DE REFRIGERACION    
58,HistoriaJDE_OT_2340533.txt,   JULIO 20 DEL 2013 / GIOVANNY CORREA G    LA VALVULA DE ADMISION DE LA UNIDAD 6 DE GUADALUPE III ESTA MUY SUCIA CON GRASA 
59,HistoriaJDE_OT_2341584.txt,"3AE: REALIZAR PRUEBAS ELECTRICAS.    CON ESTA OT SE INTERVENDRÁ EL TRANSFORMADOR DE POTENCIA N° ___  DE GUADALUPE 3      SE REALIZARAN LAS SIGUIENTES PRUEBAS, SEGÚN EL INSTRUCTIVO RESPECTIVO:    PRUEBA INSTRUCTIVO FACTOR DE POTENCIA (AISLAMIENTO Y BUJES) GANTE0010 RELACIÓN DE TRANSFORMACIÓN CORRIENTE DE EXCITACIÓN REACTANCIA DE DISPERSIÓN RESISTENCIA DE AISLAMIENTO GANTE0009 RESISTENCIA OHMICA GANTE0019     FALTAN LOS INSTRUCTIVOS DE MANTENIMIENTO DE :   * RELACIÓN DE TRANSFORMACIÓN  * CORRIENTE DE EXCITACIÓN  * REACTANCIA DE DISPERSIÓN    VER INFORME EN ARCHIVOS UNIDAD"
60,HistoriaJDE_OT_2341591.txt,ASEO GENERAL Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
61,HistoriaJDE_OT_2341592.txt,Reporte No Disponible
62,HistoriaJDE_OT_2341633.txt,ASEO Y LIMPIEZA CAVERNA C/M PORCE 2    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
63,HistoriaJDE_OT_2341637.txt,ASEO Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
64,HistoriaJDE_OT_2341643.txt,"3AE: REALIZAR PRUEBAS ELECTRICAS.    CON ESTA OT SE INTERVENDRÁ EL TRANSFORMADOR DE POTENCIA N° ___  DE GUADALUPE 3    SE REALIZARAN LAS SIGUIENTES PRUEBAS, SEGÚN EL INSTRUCTIVO RESPECTIVO:    PRUEBA INSTRUCTIVO FACTOR DE POTENCIA (AISLAMIENTO Y BUJES) GANTE0010 RELACIÓN DE TRANSFORMACIÓN CORRIENTE DE EXCITACIÓN REACTANCIA DE DISPERSIÓN RESISTENCIA DE AISLAMIENTO GANTE0009 RESISTENCIA OHMICA GANTE0019     FALTAN LOS INSTRUCTIVOS DE MANTENIMIENTO DE :   * RELACIÓN DE TRANSFORMACIÓN  * CORRIENTE DE EXCITACIÓN  * REACTANCIA DE DISPER    2014/0305 JORGE IVÁN ARRUBLA GOMEZ, ESTE MANTENIMIENTO ESTABA PARA HACER EN EL 2013/07/28, POR NECESIDAD DE EJECUCIÓN ESTE TRBAJO ES PARA 10 HORAS DE INDISPONIBILIDAD DE LA UNIDAD LO CUAL NO ES POSIBLE EN MANTENIMIENTOS MENORES, ESTO NOS HACE REPROGRAMAR DICHA OT PARA EL MANTENIMIENTO DE PARO DE CADENA EN EL 2014/08/04    2015/01/21 CARLOS A. GIRALDO J.    SE REALIZARON PRUEBAS ELECTRICAS LOS RESULTADOS SE ENCUENTRAN DENTRO DE LOS PARAMETROS DE ACEPTACIÓN.  "
65,HistoriaJDE_OT_2346163.txt,MANTENIMIENTO COJINETE INFERIOR UNIDAD GENERACION GUADALUPE 4 
66,HistoriaJDE_OT_2346265.txt,Reporte No Disponible
67,HistoriaJDE_OT_2346266.txt,Reporte No Disponible
68,HistoriaJDE_OT_2346295.txt,Reporte No Disponible
69,HistoriaJDE_OT_2346549.txt,  OT Para cargar los costos asociados al contrato ejecutado por la firma REDYCO y los tiempos del personal EPM.
70,HistoriaJDE_OT_2347582.txt,"     JULIO 31 DEL 2013 / GIOVANNY CORREA       Cambiar el empaque del muñon de la valvula admision de la unidad 1 de guadalupe III, este presenta pluma de agua.  Revizar fuga en la entrada de presion del servomotor de la valvula esferica.      Esta ot se realizó en la ot:  2814690 OM valvula admision "
71,HistoriaJDE_OT_2349724.txt,"AGOSTO 3 DE 2013    PLANEADOR: Santiago Ramírez  PROGRAMADOR: Sergio Ramírez    Se realiza por oportunidad, desarenado por medio de bombeo del lodo hacia el canal de descarga de drenajes de la planta. Esto como preparativo de actividades de  instalación del sistema de desarenado del foso de bombas de refrigeración de G4 (Ot 2222913) que se realizaran en el paro de la cadena GUATRON del 7 al 13 de Agosto, paro programado para la 3ar etapa de reparación del canal de descarga de la planta Guadalupe 4.     Ver informe anexo.    Para realizar este trabajo se indispuso el foso de refrigeración, por lo tanto las 3 unidades, mediante consignación local y aprovechando que la cadena la cadena GUATRON salió despacha en 10 MW el 3 de Agosto.    Ejecutó: Carlos Guinguer, Andrés Gómez, Flavio Díaz, Alberto Ospina, Santiago Ramírez.    Informó: Santiago Ramírez."
72,HistoriaJDE_OT_2349758.txt,PLANEADOR: ANDERSON GARCIA VASQUEZ: JULIO 1 /2013.   MONTAJE COJINETE SUPERIOR
73,HistoriaJDE_OT_2350209.txt,Reporte No Disponible
74,HistoriaJDE_OT_2350711.txt,PLANEADOR: ANDERSON GARCIA VASQUEZ: JULIO 1 /2013.  MONTAJE MECANICO COJINETE TURBINA  
75,HistoriaJDE_OT_2351214.txt,"ESTA OT ES GENERADA POR EL PROGRAMA DE MP QUE REALIZARÁN LOS OPERADORES / MANTENEDORES DE PORCE2.    XE: REVISION Y APRIETE DE BORNERAS    Procedimiento aplicable a todas las borneras del tablero de control turbina en las tres unidades de la central Porce.  Consiste en revisar, reapretar y/o cambiar borneras defectuosas, en caso de ser necesario;  con el proposito de disminuir eventos indeseados por causa de cables flojos en las unidades de generacion.      Se realizo inspeccion del cableado y del estado de las borneras de los tableros de control de la unidad 1 TCT de porce2.    Realizo Osbaldo Lopera."
76,HistoriaJDE_OT_2354549.txt,"  SE LLEVA BANCO DE BATERIAS DE PORCE II PARA GUADALUPE IV, EL BANCO DE GUADALUPE IV SE ENCONTRABA  CON MUY MALA AUTONOMIA"
77,HistoriaJDE_OT_2358058.txt,Reporte No Disponible
78,HistoriaJDE_OT_2360507.txt,PLANEADOR:  CE: RUTA DESARROLLO   MANTENIMIENTO SEMESTRAL ELECTRICO: TOMAR MUESTRAS DE ACEITE - TRANSFORMADORES  ESTA MUESTRA ES PARA REALIZAR LAS PRUEBAS CROMATOGRÁFICAS DEL ACEITE DE LOS TRANSFORMADORES DE POTENCIA CENTRAL TRONERAS.
79,HistoriaJDE_OT_2363225.txt,CAMBIAR CABLE RASTRILLO POR DETERIORO 
80,HistoriaJDE_OT_2363377.txt,ASEO GENERAL Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
81,HistoriaJDE_OT_2363410.txt,Reporte No Disponible
82,HistoriaJDE_OT_2363450.txt,ASEO Y LIMPIEZA CAVERNA C/M PORCE 2    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
83,HistoriaJDE_OT_2363451.txt,ASEO Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
84,HistoriaJDE_OT_2365090.txt,"PROGRAMADOR: Javier Giraldo Fecha: Octubre 27/2013.  Esta OT, no se pudo ejecutar proque se necesita maquina parada.  Se cierra para cumplir con el programa de EPM Sin Fronteras.      AGOSTO 27 DEL 2013 / JEOVANNY CORREA G        El variador de la motobomba de refrigeración generador de la unidad 2 de guadalupe III se alarma por falla variador frecuencia,  ocasionando el paro de la bomba de refrigeración.  "
85,HistoriaJDE_OT_2365097.txt,"PROGRAMADOR: Javier Giraldo Fecha: Octubre 27/2013.  Esta OT, no se pudo ejecutar proque se necesita maquina parada.  Se cierra para cumplir con el programa de EPM Sin Fronteras.     AGOSTO 27 DEL 2013 / JEOVANNY CORREA G     El variador de la motobomba de refrigeración generador de la unidad 3 de guadalupe III se alarma por falla variador frecuencia,  ocasionando el paro de la bomba de refrigeración.  "
86,HistoriaJDE_OT_2365109.txt,"    AGOSTO 27 DEL 2013 / JEOVANNY CORREA   El cojinete guía inferior temperatura metal segmento15 de la unidad 5 de Guadalupe III se encuentra alarmado, su alarma es 70 ºC y esta en 75.3 y su disparo es en 80 ºC.    Se cancela esta ot por ejecutarse en la ot 2608045 OM cojinete inferior mediante la cual se desmontaron los segmentos y se calibraron nuevamente  ."
87,HistoriaJDE_OT_2367339.txt,"REALIZAR PRUEBA DE AUTONOMÍA DE LOS BANCOS DE BATERIAS.    Se hace prueba de autonomía a los bancos de baterias de cargadores y de la UPS de la planta de Guadlupe IV, se encuentran 4 baterias malas del banco de baterias de la UPS, se hace necesario traer un banco de baterias de la casa maquins de Porce, mientras se comprar las baterias malas y recuperar nuevamente este banco e instalarlo de nuevo.    Informa: Jorge Rodríguez "
88,HistoriaJDE_OT_2367342.txt,Se realizo prueba de autonomia de los bancos de baterias de cargadores y de la UPS de la planta de Troneras.    Realiza: Jose Antonio Montoya    
89,HistoriaJDE_OT_2367924.txt,Reporte No Disponible
90,HistoriaJDE_OT_2367992.txt,Reporte No Disponible
91,HistoriaJDE_OT_2372431.txt,Reporte No Disponible
92,HistoriaJDE_OT_2372443.txt,Reporte No Disponible
93,HistoriaJDE_OT_2377091.txt,Reporte No Disponible
94,HistoriaJDE_OT_2377170.txt,"XL: VERIFICAR Y LIMPIAR, EL TABLERO Y SUS PARTE, INSPECCIÓN SENSORICA Y SUS TRANSDUCTORES RV.  "
95,HistoriaJDE_OT_2381520.txt,"CE: BIENAL ELECTRICISTA, TOMA DE MUESTRA ACEITE EN TRANSFORMADOR PARA EL ANALISIS CROMATOGRAFICO GUADALUPE 3.  "
96,HistoriaJDE_OT_2381524.txt,"CE: BIENAL ELECTRICISTA, TOMA DE MUESTRA ACEITE EN TRANSFORMADOR PARA EL ANALISIS CROMATOGRAFICO GUADALUPE 3.  "
97,HistoriaJDE_OT_2381531.txt,ASEO GENERAL Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
98,HistoriaJDE_OT_2381532.txt,Reporte No Disponible
99,HistoriaJDE_OT_2381566.txt,ASEO Y LIMPIEZA CAVERNA C/M PORCE 2    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
100,HistoriaJDE_OT_2381567.txt,ASEO Y LIMPIEZA PLANTAS DE GENERACION    NO SE CARGAN TIEMPOS YA QUE EL COSTO DE ESTA SE VE REFLEJADO EN LA O4
101,HistoriaJDE_OT_2381571.txt,"CE: BIENAL ELECTRICISTA, TOMA DE MUESTRA ACEITE EN TRANSFORMADOR PARA EL ANALISIS CROMATOGRAFICO GUADALUPE 3.  "
102,HistoriaJDE_OT_2381584.txt,"CE: BIENAL ELECTRICISTA, TOMA DE MUESTRA ACEITE EN TRANSFORMADOR PARA EL ANALISIS CROMATOGRAFICO GUADALUPE 3.  "
103,HistoriaJDE_OT_2381882.txt,SEPTIEMBRE 23/2013.    CONSTRUIR ENBARACADERO PARA LANCHA EN LA PRESA DE TRONERAS. 
104,HistoriaJDE_OT_2381896.txt,SEPTIEMBRE 23/2013.    CONSTRUIR ENBARCADERO PARA LANCHA PRESA PORCE II
105,HistoriaJDE_OT_2386819.txt,"IE: BIENAL ELECTRICISTA, TOMA DE MUESTRA ACEITE EN TRANSFORMADOR PARA EL ANALISIS FISICOQUIMICO DE TRONERAS.      "
106,HistoriaJDE_OT_2386820.txt,"IE: BIENAL ELECTRICISTA, TOMA DE MUESTRA ACEITE EN TRANSFORMADOR PARA EL ANALISIS FISICOQUIMICO DE TRONERAS.      "
107,HistoriaJDE_OT_2386870.txt,Reporte No Disponible
108,HistoriaJDE_OT_2386871.txt,Reporte No Disponible
109,HistoriaJDE_OT_2386873.txt,Reporte No Disponible
110,HistoriaJDE_OT_2386877.txt,Reporte No Disponible
111,HistoriaJDE_OT_2391013.txt,"La OT, se cancela porque fur ejecutada por otra OT, identificada con el numero 2391051        OCTUBRE 05/2013    REVISAR LA ALARMA DE ALTO NIVEL DE AGUA EN EL BOX COULVERT DE GUADALUPE 4.    INFORMA    TURNO 3 DE OPERACION."
112,HistoriaJDE_OT_2391886.txt,"IE: BIENAL ELECTRICISTA, TOMA DE MUESTRA ACEITE EN TRANSFORMADOR PARA EL ANALISIS FISICOQUIMICAS GUADALUPE 3. "
113,HistoriaJDE_OT_2391902.txt,Reporte No Disponible
114,HistoriaJDE_OT_2391904.txt,Reporte No Disponible
115,HistoriaJDE_OT_2391906.txt,Reporte No Disponible
116,HistoriaJDE_OT_2391908.txt,Reporte No Disponible
117,HistoriaJDE_OT_2391911.txt,Reporte No Disponible
118,HistoriaJDE_OT_2391912.txt,Reporte No Disponible
119,HistoriaJDE_OT_2391923.txt,Reporte No Disponible
120,HistoriaJDE_OT_2391924.txt,Reporte No Disponible
121,HistoriaJDE_OT_2391966.txt,"IE: BIENAL ELECTRICISTA, TOMA DE MUESTRA ACEITE EN TRANSFORMADOR PARA EL ANALISIS FISICOQUIMICAS GUADALUPE 3. "
122,HistoriaJDE_OT_2391968.txt,"IE: BIENAL ELECTRICISTA, TOMA DE MUESTRA ACEITE EN TRANSFORMADOR PARA EL ANALISIS FISICOQUIMICAS GUADALUPE 3. "
